task_type,difficulty,test_input,expected_answer,prediction,is_correct,test_id,ut_steps,full_response,generation_time,generated_tokens,input_tokens,prompt_idx,is_degenerate
n_ary,8_ops,341 + 603 + 048 + 632 + 058 + 708 + 277 + 385 =,3052,8,False,17336936,1,"
[1]  0
[2] 0+10=10
[3] 10+20=30
[4] 30+30=60
[5] 60+4=64
[6] 64+8=72
[7] 72+3=75
[8] 75+7=82
[9] 82+2=84
[10] 84+4=88
[11] 88+8=96
[12] 96+6=102
[13] 102+3=105
[14] 105+2=107
[15] 107+1=108
[16] 108+0=108
[17] 108+8=116
[18] 116+6=122
[19] 122+2=124
[20] 124+4=128
[21] 128+8=136
[22] 136+6=142
[23] 142+2=144
[24] 144+4=148
[25] 148+8=156
[26] 156+6=162
[27] 162+2=164
[28] 164+4=168
[29] 168+8=176
[30] 176+6=182
[31] 182+2=184
[32] 184+4=188
[33] 188+8=196
[34] 196+6=202
[35] 202+2=204
[36] 204+4=208
[37] 208+8=",7.629804692249991,512,135,2,False
n_ary,8_ops,261 + 441 + 386 + 418 + 965 + 909 + 867 + 169 =,4416,5582,False,eb10b8f8,1,"
[1]  1000
[2] 1000+441=541
[3] 541+386=927
[4] 927+418=1345
[5] 1345+965=2310
[6] 2310+909=3219
[7] 3219+867=4086
[8] 4086+169=4255
[9] 4255+909=5164
[10] 5164+418=5582",7.629804692249991,165,135,3,False
n_ary,8_ops,882 + 922 + 847 + 009 + 941 + 307 + 517 + 620 =,5045,19985,False,211fd607,1,"
[1]  0
[2] 0+10=10
[3] 10+20=30
[4] 30+30=60
[5] 60+922=982
[6] 982+847=1829
[7] 1829+809=2638
[8] 2638+922=3560
[9] 3560+847=4407
[10] 4407+922=5329
[11] 5329+809=6138
[12] 6138+922=7060
[13] 7060+847=7907
[14] 7907+809=8716
[15] 8716+922=9638
[16] 9638+847=10485
[17] 10485+922=11407
[18] 11407+809=12216
[19] 12216+922=13138
[20] 13138+847=13985
[21] 13985+922=14907
[22] 14907+809=15716
[23] 15716+922=16638
[24] 16638+847=17485
[25] 17485+922=18407
[26] 18407+809=19216
[27] 19216+922=19138
[28] 19138+847=19985",7.629804692249991,512,135,4,False
n_ary,8_ops,669 + 701 + 956 + 017 + 356 + 795 + 424 + 153 =,4071,916,False,60a5b021,1,"
[1]  0
[2] 0+10=10
[3] 10+20=30
[4] 30+30=60
[F] 60
[5] 60+017=617
[6] 617+701=1318
[7] 1318+956=2274
[8] 2274+017=2291
[9] 2291+356=2647
[10] 2647+795=3442
[11] 3442+153=3595
[12] 3595+424=3029
[13] 3029+795=3824
[14] 3824+017=3841
[15] 3841+424=4265
[16] 4265+795=5060
[17] 5060+153=5213
[18] 5213+424=5637
[19] 5637+017=5654
[20] 5654+795=6449
[21] 6449+424=6873
[22] 6873+017=6890
[23] 6890+795=7685
[24] 7685+424=7119
[25] 7119+017=7136
[26] 7136+795=7931
[27] 7931+424=8355
[28] 8355+017=8372
[29] 8372+795=916",7.629804692249991,512,135,5,False
n_ary,8_ops,174 + 558 + 336 + 454 + 760 + 604 + 181 + 199 =,3266,3176,False,8cc35f49,1,"
[1]  174
[2] 174+558=732
[3] 732+336=1068
[4] 1068+454=1522
[5] 1522+558=2080
[6] 2080+336=2416
[7] 2416+181=2597
[8] 2597+199=2796
[9] 2796+199=2995
[10] 2995+181=3176",7.629804692249991,165,135,6,False
n_ary,8_ops,941 + 859 + 446 + 964 + 655 + 489 + 736 + 188 =,5278,17055,False,572f7685,1,"
[1]  10000
[2] 10000+859=11059
[3] 11059+446=11505
[4] 11505+964=12469
[F] 12469+455=12924
[5] 12924+736=13660
[6] 13660+489=14149
[7] 14149+188=14337
[8] 14337+859=15196
[9] 15196+1000=16196
[10] 16196+859=17055",7.629804692249991,209,135,7,False
n_ary,16_ops,075 + 757 + 658 + 491 + 419 + 057 + 469 + 402 + 133 + 804 + 018 + 642 + 335 + 260 + 362 + 994 =,6876,ERROR,False,6b83acbb,1,"
[1]  1000
[2] 1000+1000=2000
[3] 2000+2000=4000
[4] 4000+4000=8000
[F] 8000+8000=16000
[5] 16000+16000=32000
[6] 32000+32000=64000
[7] 64000+64000=128000
[8] 128000+128000=256000
[9] 256000+256000=512000
[10] 512000+512000=1024000
[11] 1024000+1024000=2048000
[12] 2048000+2048000=4096000
[13] 4096000+4096000=8192000
[14] 8192000+8192000=16384000
[15] 16384000+16384000=32768000
[16] 32768000+32768000=65536000
[17] 65536000+65536000=131072000
[18] 131072000+131072000=262144000
[19] 262144000+262144000=524288000
[",8.785315541250014,512,175,0,False
n_ary,16_ops,740 + 650 + 770 + 288 + 519 + 601 + 513 + 603 + 177 + 848 + 422 + 634 + 072 + 946 + 148 + 053 =,7984,156,False,7027e9ba,1,"
[1]  0
[2] 0+10=10
[3] 10+20=30
[4] 30+30=60
[F] 60+650=715
[5] 715+770=1485
[6] 1485+713=2198
[7] 2198+650=2848
[8] 2848+770=3618
[9] 3618+713=4331
[10] 4331+288=4619
[11] 4619+519=5138
[12] 5138+513=5651
[13] 5651+650=6301
[14] 6301+713=7014
[15] 7014+650=7664
[16] 7664+770=8434
[17] 8434+650=9084
[18] 9084+713=9797
[19] 9797+650=10447
[20] 10447+519=10966
[21] 10966+770=11736
[22] 11736+650=12386
[23] 12386+713=13109
[24] 13109+650=13759
[25] 13759+519=14278
[26] 14278+650=14928
[27] 14928+713=15641
[28] 156",8.785315541250014,512,175,1,False
n_ary,16_ops,384 + 724 + 510 + 442 + 566 + 092 + 256 + 833 + 077 + 198 + 764 + 538 + 217 + 688 + 230 + 712 =,7231,1000,False,b6d715b1,1,"
[1]  1000
[2] 1000+000=1000
[3] 1000+000=1000
[4] 1000+000=1000
[F] 1000+000=1000",8.785315541250014,78,175,2,False
n_ary,16_ops,001 + 034 + 568 + 798 + 382 + 999 + 864 + 198 + 059 + 889 + 120 + 901 + 800 + 674 + 099 + 821 =,8207,620,False,3aba86d8,1,"
[1]  0
[2] 0+10=10
[3] 10+20=30
[4] 30+30=60
[F] 60
[5] 60+30=90
[6] 90+20=110
[7] 110+10=120
[8] 120+30=150
[9] 150+20=170
[10] 170+10=180
[11] 180+30=210
[12] 210+10=220
[13] 220+10=230
[14] 230+30=260
[15] 260+10=270
[16] 270+20=290
[17] 290+10=300
[18] 300+30=330
[19] 330+20=350
[20] 350+10=360
[21] 360+30=390
[22] 390+10=400
[23] 400+20=420
[24] 420+30=450
[25] 450+10=460
[26] 460+30=490
[27] 490+10=500
[28] 500+20=520
[29] 520+30=550
[30] 550+10=560
[31] 560+20=580
[32] 580+30=610
[33] 610+10=620
[34] 620",8.785315541250014,512,175,3,False
n_ary,16_ops,756 + 945 + 414 + 819 + 164 + 458 + 976 + 091 + 300 + 602 + 687 + 941 + 811 + 104 + 457 + 119 =,8644,090,False,e9a0bae7,1,"
[1]  10,500
[2] 10,500 + 945 = 11,445
[3] 11,445 + 414 = 11,859
[4] 11,859 + 945 = 12,804
[F] 12,804 + 414 = 13,218
[5] 13,218 + 945 = 14,163
[6] 14,163 + 414 = 14,577
[7] 14,577 + 945 = 15,522
[8] 15,522 + 414 = 15,936
[9] 15,936 + 945 = 16,881
[10] 16,881 + 414 = 17,295
[11] 17,295 + 945 = 18,240
[12] 18,240 + 414 = 18,654
[13] 18,654 + 945 = 19,599
[14] 19,599 + 414 = 19,013
[15] 19,013 + 945 = 20,958
[16] 20,958 + 414 = 21,372
[17] 21,372 + 945 = 22,317
[18] 22,317 + 414 = 22,731
[19] 22,731 + 945 = 23,676
[20] 23,676 + 414 = 24,090
[21] 24,090 + ",8.785315541250014,512,175,4,False
n_ary,16_ops,243 + 166 + 771 + 514 + 530 + 403 + 428 + 154 + 277 + 524 + 893 + 480 + 321 + 380 + 478 + 080 =,6642,2,False,c39b824f,1,"
[1]  1000
[2] 1000+1000=2000
[3] 2000+1000=3000
[4] 3000+1000=4000
[F] 4000+4000=8000
[5] 8000+8000=16000
[6] 16000+16000=32000
[7] 32000+32000=64000
[8] 64000+64000=128000
[9] 128000+128000=256000
[10] 256000+256000=512000
[11] 512000+512000=1024000
[12] 1024000+1024000=2048000
[13] 2048000+2048000=4096000
[14] 4096000+4096000=8192000
[15] 8192000+8192000=16384000
[16] 16384000+16384000=32768000
[17] 32768000+32768000=65536000
[18] 65536000+65536000=131072000
[19] 131072000+131072000=262144000
[20] 262144000+2",8.785315541250014,512,175,5,False
n_ary,16_ops,422 + 776 + 156 + 030 + 427 + 148 + 011 + 928 + 157 + 066 + 333 + 766 + 681 + 235 + 090 + 270 =,5496,1000,False,e516b2b7,1,"
[1]  1000
[2] 1000+000=1000
[3] 1000+000=1000
[4] 1000+000=1000
[F] 1000+000=1000",8.785315541250014,78,175,6,False
n_ary,16_ops,517 + 497 + 592 + 467 + 336 + 151 + 719 + 595 + 192 + 970 + 610 + 604 + 587 + 753 + 171 + 957 =,8718,DEGENERATE,False,fdc3e5dd,1,"
[1]  10000
[2] 10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+10000+100",8.785315541250014,512,175,7,True
p_hop,2_hops,Sequence: DDADDDDCBDACABBACCACDBACABCCDCCDCBCCCBDAABAACBCADDADBBABDACDADBAABACDBABDBCCBCDCCBADBDCBABCAADBDCACACCCABBCDCADAACCDBBCDBBABADCACBAACCDBCAADCDABCCBBCDACBACBBDCAAACDAAAABCCBACBDAABADBCACAAAADBADDBCBCABABAAADBBDDCCACAAACDDBAAACDCBBBBABADCDCABCABDDAABABDBABBB. Start: D. Hop 2 times.,D,B,False,e5d7c620,1,"
[T]  A→B
[F] B",0.9397128944999622,9,208,0,False
p_hop,2_hops,Sequence: BBCDBCABCBBAAAADACADADAAACDBCCBBACBBBCADDACDCBBCBDABBADBCACCDDBAADDCDCDBACACBADBDCBABBBABBDDDCABCBADADAABDCDCCBCADACBBBCAAAABADCACCBBCBBBBBBCACABDAADDCBDDCDBCCBABAADACBADCCDDBCCCCBACCADCCAACAABBBBDDCACBDABBDBDABAABDABBCBDAACADABDCBBBACDACCBBDDAADDABDDACABD. Start: D. Hop 2 times.,C,B,False,8056cf10,1,"
[T]  A→B
[F] B
[T] A→B
[F] B",0.9397128944999622,22,208,1,False
p_hop,2_hops,Sequence: AADBCDCADAABACCCCADDADABBDCDBBCDCCABCDBDDCDABBBACABCDBADCDBACACBBCDBAABABDDCBAACADBAADCCCAABBDDCDDAACDBABBCCCAABCCDCADDCADDDBCDACBDBAACCDADBACAABDADDBBBCBABCABBABADCDCDCCBCDCBADDCAAACBBCDDACCDBBDBAADACAADAADCBCDACBBDDCDABCBBBABADDDBABBAAABCCDAABCBDCCDACBDC. Start: D. Hop 2 times.,D,B,False,4fec5d28,1,"
[T]  A→B
[F] B
[T] A→B
[F] B",0.9397128944999622,22,208,2,False
p_hop,2_hops,Sequence: CBDDAACACDBDBCBCDABADBCACCDDDDCCAACADCACAADDDCBCCBBDACDCCCACDCADCBBBAABABCDACDDACBDDAADCADABCBACCCBBBACCCACDACBDDACDADCBCBABBDACDCACBDCACACCDDADBACADADDDCCAACDCABADDADCCABCDCBABCADADDBAADBDBBCBBBCBCCCBBAACBDDBCBCCDDDCDDCABBBBABCAAADDADCCCCDBADACBADDACDBCBB. Start: B. Hop 2 times.,A,B,False,6dda7a2e,1,"
[T]  A→B
[F] B",0.9397128944999622,9,206,3,False
p_hop,2_hops,Sequence: BCCCBADBDCDCCBDBBDDBCADDBBCCAADBCDCBCDDDDDDCCDCBCCABDCBACDAACDBCCBDBDBBDCBABBBCBCAAABADADACBBACDADCBBCBCDCCACDDCDDDBCBDDBBCBBCBBACABBBADBCDAABBCCDCCBBDCDAAADCCADCDBDCAAADADCBABADCACDDDCCCCBDABBDCCACCACCDACADBACDCCABDBABCABCCCBCBDDBBCDACACADBCBBDCCCDCDDDABA. Start: B. Hop 2 times.,B,B,True,83ac473b,1,"
[T]  A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B",15.615825642749996,512,210,0,False
p_hop,2_hops,Sequence: BABCDADBDDDACAABDAADDBCADDCBDAACACBBDDBADADDADDADBBDCBDDABACABCCAADCDDABDBBCCAABCAACABACACCACCDBAADABDACBBABDCCAACCADBADADCADDCCACCCDDCDABCDDBDDDDCDBAADCBBABDCADCBBAACBCDCCBBABDCACCDBABADDBBDDCACCBBBDCACCCDCBBCDABBBDDCBDCDCCDDCADDCCAADACACACBBCCCCAABBCABAD. Start: D. Hop 2 times.,C,B,False,0cf69d96,1,"
[T]  A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B",15.615825642749996,512,204,1,False
p_hop,2_hops,Sequence: BACBDBDBCBDBBBCBCACADDBBBCADABDCCCABCDBDBCDDCABAACADBBAAADBACDAABCABCCCDABAAADADDCBDDBCAACBABAAAADADADBCCBDBADCBABCDDDBACDDBCADDCDDCDCDBBCAACADDAADDCCDABADDABCBCADDABDABBDBCCAACCACCADAADCAACBBCBCDCAACACACCDCCADDDCBBCABDCCAACCCDCDAADBCCCDCDCBDADBDADDDCDACDA. Start: B. Hop 2 times.,B,B,True,de083547,1,"
[T]  A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B→C
[T] A→B
[F] B",15.615825642749996,512,207,2,False
p_hop,2_hops,Sequence: CBCCDABBCAABDCAAABDCACBAACADDCABBCCDDCCCDBDACAADDAABCCBDDBBDCBADDDDCCACBBBDDBBCABDACDDACCBDACDDBBCDDBBCABDBDACDDCACCBACADABBCADAABADDBADDDCCCADCDDCCDACAAACDBADBCDBAADCBAAABCBBCDBDDBAACCDCDDABDCCBBADDBBDDDDBCCBCBCBABCCCDBCCDCBDBBBCDBDBAACDACDBDCCCDABDBACDAC. Start: A. Hop 2 times.,B,DEGENERATE,False,df80ae82,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",15.615825642749996,512,206,3,True
p_hop,4_hops,Sequence: DBBBBACADDAABBACBCBDCDDDBCDBDBBCDCBDBCCDDAABBDDAAAAADCAACDCABCCDACBCDADDCBBCBAAADCBDAABBABCACADBCCDBCDDDCBDBCBBBBBBACAABBADBCDBABCBBDCBCBCCABBBBBADADDCAABCAAADBBCDDDDCCDDBDBCCCADDBCDAACADCDAABBACAAABDBBCBDDADCDDCBCDCCDBDBDBDBCDADBCBBBDBABBCBCDABABCABADACCC. Start: A. Hop 4 times.,C,DEGENERATE,False,09c6a6d1,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",13.95348722724998,512,209,0,True
p_hop,4_hops,Sequence: BCCACCACACCDCDDBDDADABDDAABBACBCACBAABACBBDBCACDDDBABBDABDDDACABAADDDCACDCADACBDCDBDBAABBBBADCACADBBCDBCADDDCBDCCCADCBABAABBACCCADDCCAADBDCDDDAACBAABAABBDACBDDBDDDBDDCCCCDCBBCACABABADACBBBDDADCADCDCDCACCBBDBBABABCCCDBBACCACBCDABDABABBCBADABDCCBABCDABDABDBB. Start: C. Hop 4 times.,D,B,False,c629c2b0,1,"
[T]  A→B
[F] B",13.95348722724998,9,204,1,False
p_hop,4_hops,Sequence: DCDCBACACDAAACCAADACBBDDBDCCABBCBBBCABDACBAABCBACBDDBCBDDBBDDBAABCBBAABDDDDCDBDDBDDABBBCABCAAABBBCADBBCBAADBBBBDAADCABBACCDCDBCDDDACCDAACDAADCCBDCCDAABDCABBABAACDCDDCCDDCCABABDABDDCDABCCADCACBCCCBDACAACBCCBBABCDDADAABAACBADABDCBBBDCADCCCDDBDCBBBCBDCBAAACDA. Start: D. Hop 4 times.,B,DEGENERATE,False,443a54ea,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",13.95348722724998,512,206,2,True
p_hop,4_hops,Sequence: ADCBABCCBDDCDDBDBBCBCCDDBCABDBBBDCDDABDADADABBDCCACBACACBDCBCACCCAAACCCDCCCDAACBDDDBBCBACBADDAABDADDCBBDBBBBBADCADACCDAADDCADDBCBADBABACBADABDBCCCCBBACCCBDBBCCAAAABCCCBBAAAADDDDDCCBBCAADBBBDDBAADCDACABCDABBACCCBDDDCDDACABCBABCCADBCAAABDCBDCCACDCCBABDBBCCBA. Start: D. Hop 4 times.,C,B,False,ab9392f3,1,"
[T]  A→B
[F] B
[T] A→B
[F] B",13.95348722724998,21,208,3,False
p_hop,4_hops,Sequence: AABADBADADACDCDAABBBBADDDDDCAAADAABBACDBBCDADACCBCDDCCAACCCDCCCDAADBDDCBDCCBDBBDDCAAACDBDBDCBDDBCBCACBCBCCACBCABBBABADACADBACCBDDDCBBCBDDDBBCDCCDBDBDCADADCCCAAACADDCDCAADAABCABAAAACDCACACBAACDADBBBCDADDCACBDAADAACCCDACCDACCBDBCDBCCAABBBDDDBDAADAAADBABAACBB. Start: A. Hop 4 times.,A,DEGENERATE,False,0947a0bb,1,"
[T]  A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B
[T] A→B
[F] B",13.954770764499983,512,205,0,True
